NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,NB_CLICKS_DATASCIENCE,NB_CLICKS_BACKEND,NB_CLICKS_FRONTEND,NB_CLICKS_IA,NB_CLICKS_BDD,ORIENTATION,FAV_COURS,HAT_COURS,PROFILE
Catherine Cohen,60511133,30,34,111,9.203182541,12.67565734,6,1,5,1,1,4,2,3,1,2,63,85,54,6.054950879,49.205691,6,39,1006,63,81,PRACTICE,FRONTEND,IA,intermediate_frontend
Roxanne Diaz,19184327,50,34,64,23.76137335,32.35061215,2,5,3,2,1,6,3,3,2,2,47,61,63,26.41024084,53.40041104,0,56,381,184,142,THEORY,FRONTEND,IA,intermediate_frontend
Bobby Desanctis,74815996,97,0,53,43.58707772,0,5,9,8,2,2,8,3,4,1,1,45,61,82,44.29763182,35.82170527,531,0,39,318,0,THEORY,DATASCIENCE,BDD,intermediate_datascience
Lester Wright,13850703,32,49,18,22.674532,40.66115848,3,1,1,2,2,1,5,3,2,2,85,38,39,5.221666164,3.633809489,233,75,60,44,258,THEORY,DATASCIENCE,IA,intermediate_datascience
Jonathan Marsh,61888796,30,72,0,18.7029538,70.13893935,4,5,2,1,0,1,5,4,1,0,74,77,76,26.8580016,67.27595186,99,399,0,91,580,PRACTICE,BACKEND,IA,intermediate_backend
Sherry Graham,77104192,43,65,35,27.70903498,29.71210698,3,2,5,0,0,6,0,7,2,2,80,69,78,6.799963511,7.061780126,361,411,74,44,49,THEORY,BACKEND,IA,intermediate_backend
Donald Abramowitz,60044051,2,46,27,1.428108661,4.470545679,5,3,5,2,1,4,2,4,2,2,80,85,67,46.86330978,44.33717589,10,404,19,2,5,PRACTICE,BACKEND,IA,intermediate_backend
Gretchen Machado,40538368,26,67,20,7.607930913,51.28554701,5,5,1,1,2,3,6,0,1,2,81,70,75,69.07087514,14.12811635,179,54,192,29,36,THEORY,BACKEND,BDD,intermediate_backend
Jose Brandt,78362232,92,12,0,29.65466469,4.569750953,6,5,2,1,0,3,6,4,2,2,67,71,57,16.21014885,8.588995959,178,56,0,116,20,THEORY,DATASCIENCE,BDD,intermediate_datascience
Marjorie Kuhn,91025676,59,19,33,25.84186713,3.616557884,4,4,5,1,0,1,2,2,2,2,57,74,74,11.64183016,9.046120017,224,38,258,43,5,THEORY,DATASCIENCE,BDD,intermediate_datascience
Floyd Gonzales,58429622,19,41,9,5.841781288,19.81314107,0,3,4,2,2,5,5,4,1,2,75,69,69,39.756561,59.74564487,45,137,54,36,67,THEORY,BACKEND,IA,intermediate_backend
Mitch King,95636669,31,53,28,30.53307394,49.06310383,2,6,4,1,1,2,6,2,0,1,77,57,60,27.36438926,19.71085628,163,83,214,266,333,PRACTICE,BACKEND,IA,intermediate_backend
Samantha Lenihan,38885756,8,22,12,6.512415411,3.769854418,3,3,5,2,1,4,4,3,1,0,76,55,69,62.7843405,19.41374483,71,173,22,12,15,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Lucille Jenkins,11243998,0,75,51,0,63.65241114,1,5,3,1,2,6,7,4,0,1,65,78,79,8.707690933,53.44967116,0,55,348,0,411,THEORY,BACKEND,IA,intermediate_backend
Beverly Freeman,84682017,26,51,30,0.145448053,21.32845202,2,2,2,0,1,4,4,4,1,1,82,85,84,74.98623336,70.69853718,194,308,47,0,166,PRACTICE,BACKEND,IA,intermediate_backend
Ann Tolbert,8913650,13,11,21,0.556182487,1.504821788,4,6,4,0,2,7,1,12,0,0,93,100,73,75.39881804,81.94388593,59,89,101,2,2,PRACTICE,BACKEND,IA,intermediate_backend
Jorge Stachowiak,70868197,9,14,37,2.196571059,11.87735226,2,6,5,1,1,4,6,2,0,1,89,66,64,1.345017945,42.74837736,59,77,136,11,59,THEORY,FRONTEND,IA,intermediate_frontend
Paul Pierce,12351089,16,45,69,1.828660573,43.63291535,4,1,0,2,0,0,6,5,1,0,21,77,80,5.84750833,55.2688138,6,133,56,9,48,THEORY,FRONTEND,IA,intermediate_frontend
Terrence Hull,51962855,0,41,60,0,11.94209935,1,3,4,1,2,3,7,5,2,0,66,70,68,60.29729709,43.10854122,0,376,9,0,52,THEORY,FRONTEND,BDD,intermediate_frontend
David Chouinard,51022354,70,41,47,60.05966559,12.4449846,2,5,9,0,1,3,8,2,1,0,66,32,63,56.44349292,26.6190083,313,220,411,18,117,THEORY,DATASCIENCE,BDD,intermediate_datascience
Jorge Giliberto,58604479,7,13,59,5.157251546,5.07709778,3,1,5,1,1,0,3,4,0,0,52,74,76,25.63686005,25.50222786,11,84,146,0,10,THEORY,FRONTEND,BDD,intermediate_frontend
Elizabeth Lopez,81747023,0,33,19,0,26.86630203,2,5,2,2,2,4,3,5,0,2,87,94,86,47.61717886,22.37539686,0,82,65,0,83,THEORY,BACKEND,IA,intermediate_backend
Bernard Robertson,33449499,44,12,0,17.56916727,0.125006361,6,5,4,2,1,7,4,7,0,0,65,78,63,5.253080037,15.33892295,61,29,0,141,0,THEORY,DATASCIENCE,BDD,intermediate_datascience
Randy Davis,23252341,32,29,66,16.25261471,6.49474,5,2,6,2,0,5,3,3,1,1,81,100,63,64.78460209,60.3595207,221,214,386,86,25,PRACTICE,BACKEND,BDD,intermediate_backend
Gertude Williams,24493377,70,23,42,56.71440947,16.23569566,4,4,4,2,1,0,7,3,0,1,64,38,56,4.886516331,9.008849586,414,101,232,407,75,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Jim Whitney,25745399,62,0,47,52.02553939,0,3,3,1,0,0,0,4,3,2,2,44,76,60,28.33165593,9.877667583,556,0,197,253,0,PRACTICE,FRONTEND,BDD,intermediate_frontend
Ann Young,75085741,8,19,43,7.277746495,6.275616836,1,1,8,2,1,4,3,1,2,2,50,58,55,5.694740009,55.94072815,65,34,161,65,53,THEORY,FRONTEND,IA,intermediate_frontend
Trevor Gilstrap,64433594,26,48,23,13.24037651,41.86957867,5,2,5,2,0,2,4,2,2,2,68,70,78,29.49068438,26.46298422,175,362,30,31,201,PRACTICE,BACKEND,IA,intermediate_backend
Mary Burnett,85194227,37,58,10,25.68816562,53.20536737,5,5,6,0,0,4,3,4,1,1,58,60,60,20.8829887,53.64563375,171,90,47,120,456,THEORY,BACKEND,IA,intermediate_backend
Sandy Muniz,32457107,38,34,55,4.248414107,32.23153145,3,6,0,2,1,4,8,1,2,2,87,68,89,36.08908064,47.90043397,36,183,13,15,147,THEORY,FRONTEND,IA,intermediate_frontend
April Thompson,54783726,48,49,71,27.13387008,13.3549761,3,4,3,0,1,2,5,4,1,1,63,44,68,36.3789802,15.33164876,53,97,75,178,11,THEORY,FRONTEND,BDD,intermediate_frontend
Carol Johnson,77845773,54,45,13,13.42935771,41.06306743,4,7,5,2,2,5,5,5,0,2,62,99,58,8.703737649,14.06867311,144,202,101,54,75,THEORY,BACKEND,IA,intermediate_backend
Mary Messersmith,34555877,62,34,19,26.76644687,25.05682886,2,4,1,2,0,1,1,2,1,2,64,62,48,14.27587037,52.1771255,507,124,92,196,41,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Charles Riggle,29274720,37,52,46,23.45986881,8.019166921,4,2,3,2,2,5,2,5,2,0,57,40,76,6.012041396,35.66375527,55,310,243,161,18,THEORY,FRONTEND,IA,intermediate_frontend
Robert Francis,90541208,60,56,43,15.41915627,34.17512159,5,4,5,2,1,5,4,2,1,0,63,50,67.1104446,41.13689935,9.136549204,24,360,309,123,35,THEORY,DATASCIENCE,BDD,intermediate_datascience
James Mccune,81473384,0,57,43,0,1.5010847,4,4,5,1,2,1,5,5,1,1,54,78,40,2.860258499,49.02133595,0,204,19,0,4,THEORY,BACKEND,IA,intermediate_backend
Mariela Dean,77258649,46,45,36,0.470757395,31.87701701,5,5,4,1,0,4,4,1,1,0,60,87,77,39.5037101,48.97047012,366,169,343,0,116,PRACTICE,BACKEND,IA,intermediate_backend
Candice Kiel,14369272,75,55,14,1.661965166,40.34621375,6,8,3,2,0,0,6,3,1,0,61,65,49,59.35237282,60.34214621,521,24,124,13,390,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Thomas Harris,48844149,45,12,34,0.375738188,9.472062103,1,3,6,2,2,3,6,5,0,0,53,74,56,47.12780699,47.92669647,301,25,243,1,45,PRACTICE,DATASCIENCE,IA,intermediate_datascience
James Fisher,88259782,70,86,9,7.724853959,14.83715465,7,2,5,2,0,7,6,3,1,0,62,51,74,20.22526844,13.80518113,530,822,28,25,120,PRACTICE,BACKEND,IA,intermediate_backend
Vida Ferry,303771,48,44,48,11.4954583,27.6429974,5,6,6,1,2,3,5,2,1,0,75,52,57,16.10573893,37.21505846,351,68,338,11,275,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Gregory Sims,22229985,47,25,50,10.39741117,4.471417121,0,2,8,2,0,5,6,0,1,0,65,100,74,62.42159497,52.79973394,102,123,276,33,1,THEORY,BACKEND,BDD,intermediate_backend
Richard Stephenson,17573922,36,60,31,35.52467739,56.799005,1,3,9,0,2,1,3,2,0,0,33,91,87,14.64568714,31.60361638,106,425,109,47,273,THEORY,BACKEND,IA,intermediate_backend
Jason Cortes,14103803,27,57,48,8.262164841,38.47560948,3,7,0,1,1,3,4,0,0,1,64,74,67.1104446,22.55375528,44.96757766,70,428,233,80,40,THEORY,BACKEND,IA,intermediate_backend
Jose Bream,15488014,41,68,11,5.224252118,6.482157664,3,1,4,1,0,4,4,4,0,0,55,72,62,6.933058175,69.28566304,164,386,75,49,33,PRACTICE,BACKEND,IA,intermediate_backend
James Williams,96845585,49,49,10,26.73256466,9.16457927,6,2,7,1,0,2,6,3,1,0,60,55,66,9.99381682,44.95876145,339,379,39,179,57,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Florence Bastilla,31735809,10,12,55,8.579574554,7.961521178,3,0,8,2,0,4,2,2,1,2,54,76,54,40.05315286,56.42418076,42,45,510,51,29,PRACTICE,FRONTEND,IA,intermediate_frontend
Norma King,81136635,30,22,32,20.3418113,10.48675092,4,3,7,0,2,0,2,4,0,1,63,73,89,12.68836225,5.5735639,254,144,208,44,61,PRACTICE,FRONTEND,BDD,intermediate_frontend
Diane Dziuban,53077301,56,30,5,16.58059699,22.08892999,6,5,3,1,0,4,2,4,1,1,75,77,71,13.42616935,9.305146673,399,19,15,111,160,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Elizabeth Martin,11549209,67,27,61,37.62828271,7.581297571,2,4,0,0,1,6,3,4,1,2,92,76,63,29.64548548,46.53531699,139,207,420,297,46,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Vivian Bednorz,45210101,49,66,55,35.02794274,43.42255743,3,5,3,0,1,6,10,1,0,1,58,56,40,52.97339134,1.775809744,88,380,544,128,257,PRACTICE,BACKEND,BDD,intermediate_backend
Barbara Sharp,4705414,29,88,36,21.11503028,15.57249479,3,6,4,0,0,5,8,1,0,1,64.93900101,61,57,38.27283089,39.19716841,203,338,15,150,136,THEORY,BACKEND,BDD,intermediate_backend
Cynthia Wright,30454078,46,64,42,30.66076894,34.79745686,4,3,4,2,1,3,2,2,2,1,62,73,78,48.05202464,22.04094579,442,363,241,135,257,PRACTICE,BACKEND,BDD,intermediate_backend
Douglas Kidd,89105581,63,43,37,54.86105676,41.18538244,5,5,3,2,0,4,4,4,0,0,60,73,76,43.13401867,11.74931874,497,48,138,39,92,THEORY,DATASCIENCE,BDD,intermediate_datascience
Kathryn Bullock,11291621,18,55,63,15.66189825,34.55222278,3,5,4,2,2,2,3,3,0,0,77,66,60,73.1411773,3.047668793,50,190,72,66,114,THEORY,FRONTEND,BDD,intermediate_frontend
Jerry Tan,86460877,11,23,77,6.368302153,1.149853203,5,2,2,1,2,4,1,4,0,0,52,55,51,35.90097579,11.63412508,89,159,237,20,0,THEORY,FRONTEND,BDD,intermediate_frontend
Sue Canty,6594893,43,88,46,18.48382387,87.01106812,5,4,4,1,2,6,6,4,0,2,64,70,65,8.014523866,48.71351803,54,75,322,174,90,THEORY,BACKEND,IA,intermediate_backend
Matt White,67072172,25,40,56,16.03925739,6.274653186,4,1,3,0,0,2,3,3,1,2,38,56,60,7.679469666,25.17206216,91,195,129,59,18,THEORY,FRONTEND,IA,intermediate_frontend
Melissa Matherne,21178856,0,27,59,0,19.38786577,3,0,4,1,2,8,4,7,0,0,84,81,100,59.03889807,2.654298859,0,95,368,0,133,PRACTICE,FRONTEND,BDD,intermediate_frontend
Mariano Sousa,46671564,25,43,37,0.141302621,22.89879168,3,7,5,2,1,4,5,3,1,0,68,69,50,14.6209467,4.766992058,216,160,4,0,80,THEORY,BACKEND,IA,intermediate_backend
James Gillis,12021654,59,7,4,58.52782353,2.060524815,2,8,4,2,0,4,3,2,1,1,72,89,76,59.52047566,51.94537233,426,25,9,361,5,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Lynn Osterberg,2639019,0,23,36,0,4.078141165,2,8,9,2,1,0,6,2,0,2,95,90,53,83.56832023,75.35101515,0,147,89,0,28,THEORY,BACKEND,BDD,intermediate_backend
Lori Jara,8006253,28,33,15,13.1669716,5.864178021,6,5,3,2,2,4,2,3,0,2,71,71,87,29.42190712,42.32183589,257,269,6,51,14,PRACTICE,BACKEND,IA,intermediate_backend
Justin Dawson,514831,43,64,26,37.4972786,54.9375796,3,4,2,0,0,8,6,5,2,1,44,39,63,16.8225321,15.01954515,16,335,18,373,168,THEORY,BACKEND,IA,intermediate_backend
Michael Mcglaughlin,86997077,32,58,54,7.201292769,50.62892582,5,4,5,1,1,2,6,1,1,2,71,90,81,8.575284081,39.28121276,273,7,300,13,473,PRACTICE,BACKEND,IA,intermediate_backend
Jesica Westover,27122369,34,53,46,16.21103761,24.65271265,6,2,5,2,1,8,2,5,0,0,76,63,79,71.27420757,25.1968528,172,38,139,61,48,THEORY,FRONTEND,BDD,intermediate_frontend
Jeffrey Massey,2049034,56,82,8,7.42460209,8.49695996,6,0,1,0,2,1,5,4,1,0,50,77,65,24.35499152,69.05744767,494,688,53,23,82,PRACTICE,BACKEND,IA,intermediate_backend
Leandro Workman,32179657,18,33,0,7.111373857,29.17744843,2,5,10,1,2,1,5,1,2,2,69,72,88,48.8559741,10.99484641,140,192,0,52,64,PRACTICE,BACKEND,BDD,intermediate_backend
Joanne Bennett,51886802,0,39,49,0,18.99364296,9,2,10,0,1,2,5,9,0,2,92,85,81,14.50668242,32.43825559,0,73,313,0,182,PRACTICE,FRONTEND,IA,intermediate_frontend
Barbara Cutwright,69075092,3,47,45,1.090883246,20.62183387,0,5,4,2,2,6,6,3,2,0,87,69,84,46.94085035,21.27082775,1,314,109,5,201,PRACTICE,FRONTEND,BDD,intermediate_frontend
Florence Fagnani,51723439,20,35,24,7.469284336,14.25749586,5,4,5,2,0,4,3,2,1,2,54,68,73,41.9672879,40.06518181,89,168,69,50,108,THEORY,BACKEND,IA,intermediate_backend
Adrienne Foster,71947263,42,57,13,41.71317316,20.80580791,3,6,7,2,0,3,4,1,2,2,45,46,74,26.90576748,31.83627476,206,322,80,31,150,THEORY,BACKEND,BDD,intermediate_backend
Trudy Porter,52154952,23,56,23,22.88069967,29.4563026,3,2,6,1,1,0,6,3,2,1,73,63,80,27.7295573,32.59569585,195,289,10,137,113,THEORY,BACKEND,IA,intermediate_backend
Nathan Smith,64992944,57,81,25,6.542817884,48.96783936,4,0,3,2,0,3,3,3,1,2,51,74,58,31.36128367,73.36802184,110,187,116,6,120,THEORY,BACKEND,IA,intermediate_backend
Jennifer Morton,41663518,62,64,17,45.01006432,29.85166103,7,1,9,1,1,4,4,6,1,0,46,54,78,45.79569793,13.72714592,187,301,158,109,150,THEORY,BACKEND,BDD,intermediate_backend
Mark Horner,52205477,19,32,51,0.983164114,28.69274123,4,1,3,0,1,3,3,4,1,2,38,68,74,25.94151484,1.258937745,96,8,147,8,23,THEORY,FRONTEND,IA,intermediate_frontend
Celestine Long,20791800,34,0,32,1.026528521,0,4,8,4,1,1,5,9,4,1,2,79,92,91,39.74659335,66.55936745,334,0,318,2,0,PRACTICE,FRONTEND,IA,intermediate_frontend
Barbara Hardy,95297704,26,19,66,2.73868125,10.98792528,4,6,1,0,1,0,5,1,1,0,44,66,38,37.63659867,16.15677968,176,127,602,19,56,PRACTICE,FRONTEND,BDD,intermediate_frontend
Virginia Amerson,67339975,31,30,42,29.93005537,8.998617606,1,3,6,1,2,4,3,6,1,0,63,70,55,29.66380759,67.94553417,201,104,373,93,3,PRACTICE,BACKEND,IA,intermediate_backend
Julia Manz,57006677,33,74,38,31.04849708,55.74790176,6,2,6,2,0,4,3,5,2,2,58,69,98,26.22609873,55.44934068,198,559,263,91,77,PRACTICE,BACKEND,IA,intermediate_backend
John Villagomez,89984654,43,41,27,8.338896272,4.186965072,3,4,2,2,0,4,6,4,1,2,81,43,49,45.15642586,26.92286312,100,340,22,33,39,THEORY,DATASCIENCE,BDD,intermediate_datascience
Charles Espinal,38330131,50,44,32,8.083616778,8.302755859,2,3,4,0,2,4,6,6,1,2,51,64,70,16.3382535,45.0790924,377,151,261,22,24,PRACTICE,BACKEND,IA,intermediate_backend
Edward Boggs,18017145,120,37,2,28.86421038,29.64445217,4,5,2,1,2,3,7,4,1,2,43,64,43,3.072847673,51.17993852,871,332,11,117,151,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Claudette Lowe,39669936,58,58,23,29.90172566,10.62546052,3,8,2,1,2,4,3,1,1,2,49,71,55,18.47607114,48.59346579,152,72,220,76,74,THEORY,BACKEND,IA,intermediate_backend
Phyllis Downey,87875736,45,0,26,25.63670844,0,1,4,3,0,2,3,3,2,0,2,68,70,76,49.66522761,21.98603143,178,0,259,179,0,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Delia Isom,57208184,18,37,47,3.988681748,35.89900772,5,4,1,1,1,1,3,6,2,1,75,87,89,36.56719821,44.05142038,160,70,138,28,341,PRACTICE,FRONTEND,IA,intermediate_frontend
Manuel Ellison,48912734,49,17,21,37.07451662,8.889140434,6,3,7,1,2,0,5,7,2,0,84,84,75,71.79159258,26.39512507,424,67,48,127,74,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Rachel Hicks,82822082,40,74,7,12.38212678,13.86733703,3,4,5,0,0,0,7,0,0,2,78,59,62,14.20987585,41.45952695,10,489,22,7,83,THEORY,BACKEND,IA,intermediate_backend
Victoria James,45951859,11,1,54,10.14344458,0.320691046,4,0,6,0,1,5,3,2,2,0,58,91,62,12.87948222,0.758436769,93,2,62,37,1,THEORY,FRONTEND,BDD,intermediate_frontend
Mindy Brogan,27403313,11,26,20,7.223949771,21.40990999,0,3,5,0,0,3,7,2,2,1,79,52,59,50.90051901,20.05135107,101,128,37,21,146,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Florence Flores,18688616,30,27,79,13.09053583,9.494844654,3,0,6,1,0,5,2,3,1,0,45,90,60,36.83088622,14.2704668,29,84,305,39,37,THEORY,FRONTEND,BDD,intermediate_frontend
Harold Zollinger,15336482,8,31,44,6.319296014,22.42885213,6,3,6,0,0,6,7,8,2,0,70,77,72,48.68561535,73.10271667,35,210,301,47,0,PRACTICE,FRONTEND,IA,intermediate_frontend
Matthew Highshaw,82485174,81,0,23,66.25108471,0,2,7,4,0,2,4,1,1,0,0,49,82,78,21.75643601,58.97909231,224,0,227,76,0,THEORY,DATASCIENCE,BDD,intermediate_datascience
Frederick Barnard,71107709,32,23,28,9.295411379,11.52720549,2,2,2,0,0,4,4,3,2,1,56,69,76,49.46193964,34.73763129,220,15,95,8,83,THEORY,FRONTEND,BDD,intermediate_frontend
Maritza Naples,24541855,59,81,41,20.04315809,63.44028413,6,2,5,0,0,5,4,4,0,2,66,49,94,44.58243649,11.86542577,362,746,233,89,540,PRACTICE,FRONTEND,IA,intermediate_frontend
Todd Wiseman,76719753,54,32,31,50.5415783,10.14089614,2,5,2,2,0,4,4,1,0,1,68,70,64,56.76777182,1.346096133,513,277,179,465,62,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Peggy Berkowitz,82956103,30,54,37,4.942231151,27.87262092,3,4,3,2,2,4,7,3,2,1,50,55,52,45.19287553,41.56467444,93,229,328,7,72,THEORY,BACKEND,IA,intermediate_backend
Harriett Strong,53917042,81,74,30,3.414183774,50.80531153,7,2,3,2,0,5,6,4,1,1,37,71,73,19.60762171,35.23818707,328,439,220,7,358,PRACTICE,BACKEND,IA,intermediate_backend
Miguel Schaupp,53149336,27,62,41,12.25949371,10.42053513,5,2,0,0,2,3,3,5,0,0,65,88,89,38.24224071,7.878177071,269,424,299,100,22,PRACTICE,BACKEND,BDD,intermediate_backend
Rose Jaramillo,43872741,0,54,74,0,14.77558624,3,4,1,1,1,2,5,4,2,1,58,71,66,38.67955337,40.82905677,0,100,75,0,93,THEORY,FRONTEND,IA,intermediate_frontend
Michael Hutchins,39818429,62,43,40,47.84342259,28.03757395,3,7,1,2,0,2,3,2,2,1,41,77,60,39.86424948,3.081007948,21,126,377,33,109,THEORY,BACKEND,BDD,intermediate_backend
Magdalena Bradford,18260392,57,56,24,52.41324585,36.70016671,3,7,4,0,2,6,4,3,1,0,70,75,73,56.41935265,32.48959911,426,48,194,393,141,PRACTICE,BACKEND,BDD,intermediate_backend
Allison Nicholas,7500762,53,70,21,28.25963521,34.53118525,2,5,6,2,1,1,6,0,1,0,82,57,46,2.864259469,25.06887295,526,470,97,172,169,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Mary Ogden,43644659,0,77,51,0,61.26007247,1,4,4,2,0,6,7,4,2,0,69,71,72,29.61485858,61.31956249,0,661,99,0,278,PRACTICE,BACKEND,IA,intermediate_backend
Karen Cantu,50969926,32,47,54,18.83804718,22.65658039,3,3,8,0,1,3,6,4,1,1,64,54,32,55.59665128,53.31714764,25,166,294,89,120,THEORY,BACKEND,IA,intermediate_backend
Marlene Silliman,71193169,22,46,45,17.12470352,40.54082421,4,5,3,0,0,2,6,3,0,0,79,75,76,2.873572839,10.80087128,93,388,33,28,243,THEORY,BACKEND,IA,intermediate_backend
Wayne Schlueter,56841695,17,33,27,1.586578045,24.28481322,1,6,4,2,0,6,5,2,2,2,53,61,65,33.40207047,42.82616443,37,153,138,9,106,THEORY,BACKEND,IA,intermediate_backend
Amy Hansing,73652219,0,82,48,0,25.80497879,3,7,5,0,1,6,6,1,1,2,75,60,50,70.87538575,52.30116168,0,91,255,0,64,THEORY,BACKEND,IA,intermediate_backend
Frances Oconnell,4183051,30,60,79,0.368719835,23.71524051,10,4,7,2,1,0,0,4,2,0,31,70,80,9.668655345,30.10625455,269,560,783,2,58,PRACTICE,FRONTEND,IA,intermediate_frontend
Mildred Martinez,36301695,15,24,61,8.904788692,16.02448046,6,3,2,2,2,6,0,4,1,1,52,48,51,37.55219565,15.67658628,148,115,504,36,56,PRACTICE,FRONTEND,BDD,intermediate_frontend
Claudia King,109752,61,69,44,54.09079791,61.7172307,4,0,1,2,0,4,9,0,0,1,59,71,91,18.37993221,1.420551774,457,517,20,400,115,PRACTICE,BACKEND,BDD,intermediate_backend
Staci Tomlinson,23171545,39,55,2,26.15586932,9.828980299,7,2,7,2,1,3,5,3,2,2,57,67,74,36.4825941,37.75156107,316,31,1,157,97,THEORY,BACKEND,BDD,intermediate_backend
Rosalee Smith,10446025,39,17,55,38.29956342,8.749280159,3,4,2,1,2,2,6,0,1,1,76,66,67,71.17235894,11.91038181,48,104,124,134,13,THEORY,FRONTEND,BDD,intermediate_frontend
Suzanne Eudy,47769145,8,57,7,0.50426922,6.770712015,6,5,3,1,0,2,4,5,0,2,78,79,75,28.77826799,5.871128329,36,14,41,3,12,THEORY,BACKEND,BDD,intermediate_backend
Harlan Rodriguez,27301464,79,10,43,71.33708573,2.794551553,3,6,5,0,0,5,4,2,0,0,56,53,69,53.76870769,0.216161491,432,35,366,35,10,THEORY,DATASCIENCE,BDD,intermediate_datascience
Isaac Snipes,12108532,48,34,25,39.07527779,23.32336622,4,8,1,1,1,5,5,5,1,2,77,67,56,29.42891019,64.38552737,165,337,184,235,54,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Kimberly Mccully,56526525,85,55,39,26.71052924,4.275404939,2,1,3,1,1,5,5,6,2,1,69,72,53,27.03810141,61.77789043,687,416,50,36,12,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Susan Ortiz,63556902,75,41,19,73.01449139,27.15670186,8,3,9,0,1,2,7,9,1,2,73,59,47,55.78681636,56.77377842,532,20,107,98,114,THEORY,DATASCIENCE,FRONTEND,intermediate_datascience
Elizabeth Crow,6946876,29,29,81,8.350194697,26.12352251,6,3,6,2,0,7,2,1,1,1,50,86,52,18.04159166,80.98924502,183,179,512,67,82,PRACTICE,FRONTEND,IA,intermediate_frontend
Evelyn Aranjo,41715560,28,15,54,24.90053227,14.54055437,3,3,2,1,1,4,2,3,0,2,44,45,63,14.42537686,28.13766967,122,52,373,138,41,PRACTICE,FRONTEND,IA,intermediate_frontend
Cassandra Larose,70249692,7,41,68,6.16524004,8.881920242,2,3,2,1,1,1,6,3,1,0,40,74,55,7.424023843,44.85556938,18,92,447,39,17,THEORY,FRONTEND,IA,intermediate_frontend
Willis Mcguire,11454237,82,73,38,62.12792456,54.66955083,3,8,0,1,2,5,6,1,1,2,46,63,77,4.092984992,53.36799431,446,574,275,61,273,PRACTICE,BACKEND,IA,intermediate_backend
George Smith,51125742,37,53,15,20.84840753,49.09763378,3,2,1,1,1,3,4,3,2,0,84,75,75,70.36374615,70.99222845,302,307,63,56,228,PRACTICE,BACKEND,FRONTEND,intermediate_backend
Mattie Williams,18422088,11,35,19,1.320030246,3.19792588,3,1,0,2,2,4,3,5,1,0,74,77,80,35.22008598,45.38187022,62,7,88,2,29,THEORY,BACKEND,IA,intermediate_backend
Alycia Holmes,56046952,23,32,6,12.23534989,13.24875547,5,4,1,0,1,5,3,0,2,0,64,82,82,41.66604692,9.831503293,172,270,2,94,125,PRACTICE,BACKEND,BDD,intermediate_backend
Gregory Merlo,38535209,19,0,41,6.779128857,0,2,1,3,1,1,2,2,5,1,1,76,50,77,36.32915014,6.58018079,33,0,65,12,0,THEORY,FRONTEND,BDD,intermediate_frontend
Jesse Clark,21264085,6,13,79,4.753302199,2.636237477,6,1,7,1,2,2,0,4,0,0,63,81,60,23.58068522,53.45369646,38,16,250,17,6,THEORY,FRONTEND,IA,intermediate_frontend
Andrea Matthews,72314046,47,50,54,35.63207271,46.68803419,3,5,2,1,0,5,2,2,1,1,65,50,74,26.55981814,4.038757967,402,11,345,146,247,THEORY,FRONTEND,BDD,intermediate_frontend
Thelma Teruel,57886094,1,28,52,0.910612507,14.76137799,3,3,0,1,0,5,1,4,2,0,76,95,55,6.03501987,58.11008971,2,74,141,3,12,THEORY,BACKEND,IA,intermediate_backend
David Gary,44645420,36,31,37,0.533885848,3.096685559,3,1,7,0,0,0,1,3,2,2,65,57,79,43.8044128,54.94199364,345,261,292,2,28,PRACTICE,FRONTEND,IA,intermediate_frontend
Neil Mendez,78132671,0,56,30,0,25.19312974,5,3,0,2,2,2,7,5,1,2,100,72,45,51.2271449,0.237857569,0,342,40,0,17,THEORY,BACKEND,BDD,intermediate_backend
