NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
Lawrence Maher,7736794,0,33,3,1,3,12,0,2,3,59,73,91,beginner_data_science
Ben Taylor,16358458,34,48,50,3,4,6,0,2,3,35,51,68,beginner_data_science
Joseph Rhoades,59293038,18,69,17,3,1,2,1,1,6,66,74,63,beginner_backend
Alicia Wise,94737458,47,61,31,4,3,6,3,2,5,70,68,75,advanced_backend
Steven Mccarthy,5782463,53,33,3,4,4,3,4,2,6,76,75,76,advanced_backend
Harriet Gough,14942180,51,90,13,7,4,0,3,4,3,80,90,80,beginner_backend
Mollie Lobendahn,75234775,74,53,40,4,6,3,6,5,2,68,69,71,advanced_front_end
Edna Butler,40354816,42,32,0,0,6,1,4,4,5,76,83,63,beginner_front_end
Anne Gaska,24311728,29,23,17,5,3,4,1,6,5,89,57,60,beginner_front_end
Walter Martin,3955034,51,10,28,2,5,5,2,5,2,60,77,77,beginner_front_end
Mattie Windsor,32123913,13,28,23,2,4,3,1,5,3,42,58,82,beginner_data_science
Latasha Gray,25624684,70,1,72,5,3,5,0,0,0,70,55,81,advanced_data_science
Thomas Jablonski,42491333,46,31,5,7,4,5,3,3,2,77,66,79,advanced_backend
Nicholas Rector,27035427,55,49,34,4,3,4,1,5,2,72,40,62,advanced_data_science
Damian Hickman,23028272,55,29,12,6,3,7,1,3,4,43,84,88,advanced_data_science
Ronald Ciocca,39816447,21,91,36,4,4,5,4,7,1,60,48,53,advanced_data_science
Ryan Martinez,79527235,5,59,50,5,3,2,6,1,0,67,72,100,advanced_backend
Margaret Karle,67201484,85,33,48,4,3,5,4,7,1,58,51,42,advanced_data_science
William Mosley,94767419,23,23,42,1,3,3,1,3,4,81,71,79,beginner_data_science
Edward Hale,86780124,51,50,46,4,6,3,5,5,3,60,78,64,advanced_front_end
Willie Bieker,92699244,68,35,40,8,2,8,3,3,3,44,72,67.1104446,advanced_data_science
Gary Ketchum,71793867,61,71,58,6,4,4,4,5,1,99,65,64,advanced_front_end
Pauline Lotton,46634417,31,23,67,3,2,6,6,3,2,65,88,58,beginner_data_science
Robin Knepp,45903297,27,45,42,3,6,4,2,8,2,63,66,81,beginner_backend
Mark Perkins,17352859,35,39,40,2,7,4,3,6,2,82,54,58,beginner_backend
Jacqueline Obrien,28817765,23,25,55,3,2,6,5,2,4,78,87,65,beginner_data_science
David Landsman,68203817,4,32,85,7,0,12,1,0,3,62,67.18730557,67,beginner_data_science
Helen Brock,74361659,63,54,10,4,5,6,1,2,2,64,55,50,beginner_front_end
Rubin Charles,45867612,35,48,44,3,5,6,3,6,3,73,87,75,beginner_backend
Patricia Hicks,32104825,39,55,38,7,1,6,5,7,5,60,55,71,advanced_backend
Heather Raisley,48730950,8,64,52,5,0,5,6,4,1,80,62,84,advanced_backend
Wm Lee,94283680,29,38,70,4,3,3,0,5,3,46,65,42,advanced_front_end
Donald Oetting,4980016,36,79,48,0,7,2,3,9,3,66,47,57,advanced_data_science
Danielle Schlegel,9296805,47,94,41,6,2,8,6,3,5,49,72,93,advanced_data_science
Nick Watkins,64973310,9,34,38,6,2,6,3,5,5,69,88,89,advanced_backend
Michael Mills,4750445,27,33,25,1,3,0,3,4,3,82,59,51,beginner_front_end
Jeffrey Rivers,97381821,0,70,71,5,4,4,2,6,4,60,78,44,advanced_front_end
John Green,54379399,19,41,26,6,3,5,6,5,6,67,84,53,advanced_backend
Vincent Husted,96662732,48,70,25,7,3,5,2,5,0,77,46,67,advanced_data_science
Anastasia Hill,50703811,61,67,36.93659928,4,1,6,5,3,6,71,54,72,advanced_backend
David Quarles,27869443,49,78,49,6,4,2,2,7,3,42,72,89,beginner_backend
Krystal Rickey,61172177,30,30,33,0,6,4,3,6,1,54,53,67,beginner_data_science
Michael Lara,42567090,27,36,31,3,3,2,1,4,4,74,64,54,beginner_front_end
John Hull,33386526,57,50,15,5,3,6,1,8,2,57,58,50,advanced_data_science
Kraig Montano,63664115,57,98,0,3,1,6,1,0,8,63,90,57,beginner_backend
Terrell Morgan,89158859,21,43,20,2,8,3,2,3,3,44,82,44,advanced_front_end
Jared James,30866405,26,1,64,0,2,6,5,4,1,52,84,69,beginner_data_science
Dorothy Crosby,85480693,53,6,0,1,3,3,0,1,2,76,48,54,beginner_front_end
Kevin Damian,11696035,28,56,26,3,3,3,4,5,4,58,59,72,advanced_data_science
Rebecca Marcella,49229736,27,35,86,4,0,5,4,3,3,46,58,44,beginner_data_science
Vickie Avilla,92335899,78,45,18,7,3,4,5,4,3,60,61,89,advanced_data_science
Diane Parker,12926771,51,57,37,6,2,6,2,4,5,62,48,80,advanced_data_science
Helen Sin,96186457,4,60,54,0,3,1,5,8,5,43,78,87,advanced_front_end
Mildred Mccane,9717950,9,50,0,2,5,0,1,7,9,100,67,46,beginner_front_end
Ronald Nelson,6713897,48,50,32,3,3,3,4,7,4,54,57,62,advanced_data_science
Billy Scott,87217795,20,25,81,3,0,3,0,6,5,34,70,47,advanced_front_end
Miriam George,12313604,61,66,24,4,2,4,6,3,4,67,50,61,advanced_backend
Allen Blackburn,93890522,61,22,24,5,4,4,6,1,4,64,68,64,beginner_front_end
Clifford Rouse,80774750,38,7,35,3,3,2,5,5,3,81,59,71,beginner_front_end
Dominick Nalley,39284986,58,58,24,8,2,7,7,2,6,42,73,100,advanced_data_science
Bennie Cauffman,99247411,43,53,41,3,1,7,6,1,6,54,81,58,beginner_backend
Pamela Hart,91288220,30,22,67,3.698608191,3,4,4,4,3,73,80,63,beginner_data_science
Leah Beisch,19949830,42,16,47,5,3,3,3,5,5,71,53,60,beginner_front_end
Mary Borders,85056282,118,51,26,3,8,5,2,5,4,48,32,34,beginner_front_end
Gregory Ring,97571262,15,46,12,3,4,4,0,7,2,67,56,59,beginner_backend
Sammy Denham,89412941,40,51,71,8,4,1,2,0,5,44,65,71,beginner_data_science
Hubert Viola,64817145,34,24,39,4,4,1,8,8,8,87,69,67,beginner_front_end
Sandra Ruby,89046733,38,52,50,5,4,5,1,3,3,43,61,75,beginner_data_science
Chris Bellard,67710519,45,45,54,5,7,3,5,5,4,73,69,58,beginner_front_end
Colleen Manley,54699613,42,43,50,3,3,5,3,6,2,54,51,50,advanced_data_science
James Flores,47890146,63,0,61,4,3,6,7,6,4,62,36,74,beginner_front_end
Kenneth Mccreary,82975747,16,38,26,2,5,2,1,3,7,71,60,69,beginner_backend
Brittany Guidotti,10076086,14,38,57,7,4,6,2,0,4,86,73,75,beginner_data_science
Winnie Sarwinski,8246600,31,14,0,4,2,3,0,6,4,87,50,59,beginner_front_end
Kelly Scott,24527561,16,26,62,4,5,3,4,8,0,85,66,82,beginner_backend
Reginald Mcginity,46563731,40,43,42,2,6,5,2,4,2,57,51,75,beginner_data_science
Margaret Woodley,3412766,0,23,48,1,7,5,2,6,3,85,78,72,beginner_backend
Aretha Lara,1859174,49,68,42,2,1,5,5,2,3,73,94,65,beginner_backend
Margaret Acosta,11030902,35,64,21,4,3,3,0,7,1,54,51,63,beginner_backend
Doris Reed,135162,60,62,34,5,3,5,4,8,0,61,61,57,beginner_backend
Arthur Guy,61794608,15,75,73,3,1,5,4,3,5,83,71,91,advanced_backend
Maxine Pickett,81752731,19,20,52,3,3,2,6,4,3,80,75,77,beginner_backend
Hipolito Wilson,64439108,54,24,31,5,4,8,3,5,5,64,85,41,advanced_front_end
Mark Brennan,12836819,64,70,48,7,5,5,5,2,2,60,64,89,advanced_data_science
Julie Johnson,90237740,39,65,34,6,1,3,3,6,1,68,74,74,beginner_backend
Robert Benford,72655228,58,31,40,3,4,5,2,5,5,53,62,82,advanced_data_science
Eric Green,54333464,79,10,37,0,9,6,6,6,5,61,61,77,beginner_front_end
Troy Richard,52191012,0,0,44,2,1,4,5,1,3,85,89,59,beginner_data_science
Victor Leflore,92559979,79,81,21,8,3,0,6,6,1,60,56,66,beginner_backend
Carmelo Rice,84137809,37,26,72,5,2,4,4,3,1,53,55,54,beginner_data_science
Carl Dacus,98366612,35,83,24,2,2,5,0,4,1,86,72,57,beginner_backend
Earl Berry,25064202,61,35,7,6,5,4,2,7,0,60,53,41,advanced_data_science
Pearl Sharp,26207839,62,18,9,4,3,4,1,4,2,74,69,64,beginner_front_end
James Redfield,18855441,47,60,6,3,5,0,1,2,2,73,71,42,beginner_front_end
Bobbie Blandon,69103080,26,34,50,2,6,4,2,5,3,63,75,53,advanced_front_end
Patricia Griffis,42097377,41,42,35,1,7,3,3,3,1,66,67,57,advanced_front_end
Robert Reed,6975847,35,101,46,6,7,6,5,4,3,71,70,37,advanced_front_end
Linda Kelly,63791996,18,26,21,11,6,10,0,7,7,69,68,73,advanced_backend
Roosevelt Green,98741486,62,51,19,7,1,5,6,4,5,52,31,79,advanced_data_science
Candace Hansell,64430673,37,66,34,6,3,5,5,4,4,59,73,94,advanced_data_science
Travis Hahl,95234935,38,41,56,2,4,8,2,3,3,66,91,81,beginner_data_science
Carol Clune,26304550,41,31,56,3,6,3,4,5,0,66,71,68,beginner_front_end
Jason Lopez,35451078,18,52,54,4,3,5,2,1,3,23,24,50,beginner_data_science
Alan Brown,16271091,71,20,27,2,4,4,3,5,4,62,50,57,beginner_front_end
Jack Worker,16014628,10,35,44,0,4,6,2,5,1,83,67,60,beginner_backend
Neal Thomas,86973165,50,60,50,5,4,3,4,5,4,58,72,68,advanced_front_end
Yvonne Isaacson,12121338,71,22,23,5,7,4,5,4,6,65,55,56,beginner_front_end
Traci Carpenter,82298077,17,10,58,4,5,3,0,5,5,59,78,56,advanced_front_end
Verna Moore,43891528,44,43,43,5,6,1,3,4,3,67,88,74,advanced_front_end
Salvatore Ardis,3875724,53,14,42,6,4,4,0,4,0,64,54,54,advanced_data_science
Robert Broberg,96010468,47,46,52,4,5,6,4,4,1,37,59,61,beginner_data_science
Michael Malone,95978956,15,18,52,1,3,5,7,4,2,86,83,71,beginner_backend
Kathy Honea,71239540,12,47,40,0,6,6,5,6,2,65,61,43,advanced_front_end
Joan Hochmuth,85733018,15,47,41,7,3,6,1,2,4,72,73,76,beginner_data_science
Donald Waterfall,80162935,55,2,36,1,4,6,3,6,3,56,56,54,advanced_front_end
Antonio Mckee,58713620,57,53,9,6,4,5,3,9,3,53,74,64,advanced_data_science
Debora Webster,37274047,11,43,20,2,7,5,3,7,1,80,59,65,beginner_backend
Andrew Peoples,43802847,69,51,12,8,4,4,6,4,1,57,87,94,advanced_data_science
Carol Martin,47568442,11,52,7,3,3,5,1,4,3,77,74,67,beginner_backend
Alfredo Horne,21766771,43,33,19,1,2,1,2,5,4,75,56,51,beginner_front_end
Debra Romo,83186948,72,0,46,2,6,5,4,6,1,56,55,75,beginner_front_end
Amanda Hayes,44655408,24,52,41,1,4,2,4,5,3,37,36,60,beginner_data_science
Johnathan Valerio,85374949,18,37,53,2,8,4,2,10,0,83,76,78,beginner_backend
Nancy Hickman,56593028,35,55,33,6,6,7,1,5,2,53,88,91,beginner_data_science
Ellen Hamilton,77346829,81,14,37,1,5,1,4,5,3,52,59,89,advanced_front_end
Stanley Stockton,21641015,48,72,26,4,3,4,6,7,4,59,52,68,advanced_data_science
Arthur Marlar,73242210,0,50,30,6,3,4,6,0,1,84,68,88,advanced_backend
Joseph Greaves,82945566,52,40,34,4,4,4,3,6,4,51,45,59,advanced_data_science
Nellie Grindstaff,66595884,25,35,25,4,2,4,6,4,8,77,83,75,advanced_backend
Debbie Donohue,43950990,23,56,8,5,5,3,3,4,4,80,70,71,beginner_backend
Norma Robinson,44025549,25,28,33,6,4,4,5,5,5,68,84,78,advanced_backend
Kristen Decker,89217464,60,39,46,5,3,7,1,3,4,52,68,80,advanced_data_science
Carol Wood,33006841,58,62,59,3,7,2,4,4,0,60,51,48,advanced_front_end
Leigh Weible,99310989,39,17,28,5,9,1,2,4,4,38,97,54,advanced_front_end
Vernon Santarelli,21518039,34,63,28,4,5,2,3,9,0,85,85,92,beginner_backend
Rocky Hoelscher,46815530,40,51,41,3,0,2,6,5,3,73,81,78,beginner_backend
Jeanine Sloan,26209671,0,26,75,8,0,8,0,0,4,62,67.18730557,61,beginner_data_science
Ricardo Galvan,80040765,53,74,50,3,4,2,5,6,2,66,78,69,advanced_front_end
Deborah Bassham,46825579,32,9,54,1,2,0,2,3,0,65,46,67.1104446,beginner_front_end
Ronald Weekley,53927795,4,24,35,3,3,3,7,4,2,47,35,40,beginner_data_science
Richard Miller,84569891,19,11,31,2,2,6,2,5,3,70,88,85,beginner_data_science
Vivan Gariepy,98311592,38,37,55,4,4,2,2,10,0,65,66,89,beginner_backend
Emily Martinez,86522393,41,56,23,2,4,2,0,7,4,69,59,65,beginner_backend
Cynthia Duncan,84423855,35,58,42,2,5,2,1,11,0,68,55,78,beginner_backend
Gregory Frantz,30472925,53,69,32,5,1,5,4,8,3,69,52,63,advanced_data_science
Irene Cornwell,69790260,35,46,47,5,4,1,3,5,1,79,65,76,beginner_backend
Carroll Ipock,94229869,5,23,74,1,3,4,2,7,3,54,63,55,advanced_front_end
Danny Velasquez,41678244,0,10,35,2,7,4,0,6,3,90,75,85,beginner_backend
Fannie Vanochten,52647261,0,31,34,1,2,6,5,3,1,93,91,61,beginner_backend
Elizabeth Villegas,96336930,41,0,12,3,2,2,1,4,3,73,62,67,beginner_front_end
Delmer Greenhouse,426814,33,43,19,2,7,7,0,4,3,82,84,100,beginner_data_science
Julia Dunn,84683586,37,37,33,3,4,2,5,2,3,76,54,51,beginner_front_end
Brian Nance,86595615,55,68,39,6,9,1,4,4,2,64,94,69,advanced_front_end
Carter Smith,12375316,48,53,53,5,2,1,5,3,0,74,63,92,advanced_backend
Catherine Barrios,18239224,44,33,37,0,8,3,5,4,2,49,65,60,advanced_front_end
Gary Farrell,31193442,76,59,31,5,1,7,4,6,6,49,46,78,advanced_data_science
Rosa Homer,43031905,12,55,46,3,4,1,4,5,6,53,93,85,advanced_front_end
Wilda Black,91239783,26,43,21,1,4,10,2,7,0,38,84,93,beginner_data_science
Michael Jugo,86422454,32,40,34,3,7,3,1,4,2,46,90,41,advanced_front_end
Tom Burton,55839100,36,29,62,0,5,1,2,3,1,68,47,54,advanced_data_science
Tammy Dardis,39731022,70,30,42,4,4,4,4,1,1,62,43,68,advanced_data_science
Patricia Mercado,89844129,34,51,35,2,2,4,6,1,8,76,82,81,advanced_backend
Walter Wallace,92643983,70,45,30,5,1,9,1,5,6,45,84,83,advanced_data_science
Wanda Smith,87239277,22,71,25,7,5,6,6,2,4,62,48,67,advanced_backend
Tenisha Graves,91391325,19,22,51,2,3,12,2,1,2,52,100,77,beginner_data_science
Christian Vincent,3011184,19,47,41,6,6,2,2,7,1,80,80,88,beginner_backend
Ronald Stillman,98803964,56,10,41,7,2,8,0,1,3,51,84,75,advanced_data_science
Bernard Grubb,70764024,0,42,35,0,4,7,5,7,4,68,52,64,advanced_front_end
Michelle Boyd,3474763,40,23,43,3,5,5,6,5,1,78,81,68,beginner_data_science
Connie Sizemore,16386106,47,42,30,4,5,4,3,7,3,50,67,64,advanced_data_science
Donald Burkey,98813465,41,47,10,5,3,7,5,3,6,63,68,58,advanced_backend
Yvonne Wiley,16977723,21,24,10,0,3,9,4,4,0,49,100,86,beginner_data_science
Rosanne Herring,21651144,40,34,45,2,3,6,5,8,0,78,76,74,beginner_backend
Wilma Nikas,84409751,67,61,2,0,7,3,0,6,4,64.93900101,42,39,beginner_front_end
Dana Mcmullen,53457319,0,25,11,0,2,3,1,5,3,84,58,62,beginner_backend
Kurt Sapp,63525241,28,57,12,3,1,1,3,4,4,65,76,77,beginner_backend
Robert Brawner,80018690,57,60,27,4,1,4,5,6,0,65,60,49,beginner_backend
John Pena,54486187,58,76,8,4,5,2,2,3,3,67,64,37,beginner_front_end
Byron Waldron,80869203,47,68,6,3,6,2,1,6,4,81,59,47,beginner_front_end
Shelby Bane,1863737,30,56,12,3,2,5,4,2,4,78,80,59,beginner_backend
Theresa Dietz,4190417,32,20,0,6,6,6,4,2,7,70,77,75,advanced_backend
Jacqueline Smallman,95844096,29,57,62,3,7,3,4,4,1,81,73,53,advanced_front_end
Nancy Lewis,17221881,33,43,27,4,5,5,3,1,4,75,65,74,beginner_data_science
Alex Hilliard,71613852,0,17,54,2,2,3,2,8,8,41,84,72,advanced_front_end
Bryan Hinkle,53144760,42,38,5,4,3,5,6,0,5,82,82,50,advanced_backend
Johnny Base,17966008,8,65,52,5,1,6,8,3,6,79,63,64,advanced_backend
Grace Wolfe,8818181,36,72,13,3,5,0,4,0,3,73,83,32,beginner_front_end
Blaine Petrash,37846397,50,57,37,3,2,4,6,4,7,65,75,67,advanced_backend
Steven Garcia,30798645,51,29,51,1,4,3,10,4,0,50,58,46,beginner_data_science
Colleen Johnson,84048122,45,28,1,3,2,5,6,4,8,70,87,56,advanced_backend
James Baltodano,13962500,26,23,1,5,2,3,1,7,5,88,69,59,beginner_front_end
Suzanne Jackson,21179120,58,49,46,0,7,2,5,5,2,39,61,71,beginner_data_science
Connie Kridel,89337947,22,33,11,3,3,2,2,2,5,44,40,78,beginner_data_science
Russell Pape,20210052,19,33,26,1,2,7,1,4,2,37,44,71,beginner_data_science
Thomas Conway,94329172,26,79,53,4,6,4,5,5,3,65,76,55,advanced_front_end
Adam Saad,99744120,38,37,28,4,5,1,4,5,4,74,69,58,beginner_front_end
Patrick Smith,76186832,35,59,6,4,2,2,3,4,4,71,62,69,beginner_backend
Sharon Bischoff,99607762,60,16,45,1,3,3,4,5,2,60,47,60,beginner_front_end
Naomi Phillips,61943604,35,48,45,2,3,2,4,7,5,64,84,89,advanced_front_end
Micheal Brenner,27821214,24,85,49,5,6,2,4,4,3,62,75,63,advanced_front_end
Kasey Delaughter,1001426,27,44,78,6,3,7,0,0,3,34,60,71,beginner_data_science
Mary Robinson,17772932,66,61,50,4,7,6,0,3,4,77,94,100,beginner_data_science
Danny Pearce,23216969,16,15,8,6,3,6,4,2,6,86,97,72,advanced_backend
Paige Mcbratney,2857376,27,15,43,4,5,4,4,6,4,82,62,70,beginner_front_end
Jessica Hendon,50249004,73,49,8,4,7,1,6,5,1,25,59,64,advanced_backend
Glen Collins,96725710,35,53,82,5,3,3,0,1,3,19,78,79,beginner_data_science
Paula Pullen,19435919,38,43,59,3,2,1,4,5,4,75,95,90,beginner_backend
Richard Harris,57122280,43,9,0,7,5,4,5,2,7,88,81,78,advanced_backend
Marion Jacobo,96499868,28,61,31,4,3,2,0,6,4,60,76,74,beginner_backend
Abram Bisonette,82623445,15,75,28,3,3,6,4,0,2,71,79,60,advanced_backend
Jenna Green,66475419,27,20,41,5,4,2,3,3,0,74,76,64,beginner_front_end
Albert Boone,8590348,0,52,45,0,3,2,4,8,4,49,66,81,advanced_front_end
Lourdes Goodlett,3448041,11,6,66,3,2,6,4,2,3,80,80,67,beginner_data_science
Jennifer Drury,20972703,57,6,66,3,5,3,3,7,0,62,69,73,beginner_front_end
Joel King,96687958,61,65,49,4,2,3,5,7,0,68,89,78,beginner_backend
Lupe Ellison,16174450,2,11,21,1,2,10,6,3,1,62,78,62,beginner_data_science
Martin Murchison,42987825,71,28,36,7,10,5,5,3,3,53,78,70,beginner_front_end
Susan Taylor,32731660,56,47,6,6,2,7,3,5,4,47,48,60,advanced_data_science
Michael Donatello,45708816,0,30,52,4,3,0,5,4,1,94,72,63,beginner_front_end
Meredith Hankins,37643672,44,68,64,4,1,6,1,4,7,80,72,90,advanced_backend
Mary Stein,33011491,2,9,41,0,6,4,2,5,4,56,74,56,advanced_front_end
Tammy Tamayo,22755821,65,1,56,4,2,5,4,7,2,59,42,69,beginner_front_end
Elsie Inda,36602471,43,18,38,5,5,5,2,4,1,57,81,69,advanced_data_science
Keith Harvey,44350115,79,83,33,6,3,1,3,3,5,55,67,66,beginner_backend
Christian Smith,92494919,47,47,54,2,5,3,4,5,3,56,64,63,advanced_front_end
Linda Boland,88015613,39,21,51,5,4,1,1,5,6,46,92,73,advanced_front_end
Stephanie Rutherford,61302217,59,14,22,4,3,4,2,5,3,54,64,61,advanced_data_science
Glenda Saleado,74834876,57,24,24,3,1,2,2,2,5,90,88,100,advanced_backend
Margaret Robinson,45438222,53,81,18,4,3,1,4,4,5,63,70,72,beginner_backend
Sonia Mcrae,66922591,38,23,36,2,5,1,3,5,4,76,67,55,beginner_front_end
Carol Campos,83165663,53,43,0,0,2,1,0,5,2,64.93900101,49,45,beginner_front_end
Catherine Hinton,3308064,33,25,60,4,3,3,5,4,4,87,80,68,beginner_data_science
Esteban Mora,86719131,39,58,25,7,4,6,3,4,3,68,52,70,advanced_backend
David Webber,47648084,15,51,27,7,5,0,2,7,0,93,70,67.1104446,beginner_backend
Lauren Shoemaker,4600879,86,60,57,5,2,3,8,3,5,62,35,93,advanced_data_science
George Graves,8035773,19,0,52,3,4,1,5,2,3,70,53,61,beginner_data_science
Catalina Smith,8644995,1,52,9,1,3,3,0,6,2,69,54,68,beginner_backend
Therese Redding,64418668,31,12,52,1,3,8,3,5,1,65,94,81,beginner_data_science
Angela Legrand,69735187,31,55,12,4,1,4,7,3,4,59,78,67,beginner_backend
Jeremy Jenkins,23026301,80,4,43,3,6,8,1,5,2,57,48,75,beginner_front_end
Ellen Smith,64607765,0,66,83,3.698608191,4,1,3,6,3,79,63,74,advanced_front_end
Brian Caldwell,37093971,59,63,38,5,3,5,5,4,3,47,45,64,beginner_backend
Brandon Ratliff,97963026,69,52,19,6,2,4,5,4,4,64,49,80,advanced_backend
Eva Jenkins,59418128,12,101,53,4,6,0,2,8,5,92,69,38,beginner_front_end
Mark Ryan,89667664,44,35,45,5,4,7,0,2,3,58,84,82,advanced_data_science
Virginia Klein,65011285,28,21,36,2,2,6,4,6,2,72,88,83,beginner_data_science
Dale Autry,74092628,0,3,20,2,4,5,6,5,3,85,65,63,beginner_backend
Kelly Easley,85564325,62,70,52,4,0,4,5,6,0,59,82,80,beginner_backend
Sherry Gladney,69910202,32,27,35,2,4,3,2,3,4,67,81,91,beginner_data_science
Donald Dam,60771313,22,44,34,4,2,7,5,6,5,59,80,55,advanced_backend
Geraldine Taque,84329577,33,70,26,2,3,4,8,0,5,73,74,55,advanced_backend
Maude Mcgee,25008338,37,61,38,3,4,3,3,3,6,76,86,84,beginner_backend
Linda Woodruff,11878888,36,29,53,3,2,4,9,4,2,57,76,52,beginner_data_science
Katie Dever,79030055,37,49,58,3,2,2,5,4,1,78,87,74,beginner_backend
Ronald Lesniak,23711316,58,33,0,8,5,5,4,3,3,62,54,72,advanced_backend
Ricardo Johann,37023171,60,59,46,5,3,5,5,4,1,62,47,61,advanced_data_science
Ericka Davie,88434517,36,77,81,5,3,4,5,5,5,58,69,61,advanced_front_end
Eric Bunker,56955045,55,33,37,2,3,3,4,4,1,70,36,51,beginner_front_end
Sherry Suggs,80062580,0,24,34,3,5,2,3,5,2,83,62,81,beginner_backend
Stephen Modrak,52227706,19,25,53,2,3,5,1,3,3,52,64,76,beginner_data_science
Caroline Larock,91198897,56,50,32,2,7,3,5,2,5,66,70,52,beginner_front_end
Ashley Moore,48790631,47,87,2,7,3,9,5,4,3,50,59,78,advanced_data_science
Virginia William,54815974,36,21,44,1,5,5,4,5,1,84,61,64,advanced_front_end
Astrid Richardson,97388918,24,36,10,4,1,0,0,6,4,84,56,45,beginner_front_end
Nathaniel Brown,29921608,1,18,23,8,3,7,4,1,8,100,84,100,advanced_backend
Joshua Brown,54157477,23,6,78,5,0,3,3,2,3,69,55,52,beginner_data_science
Maria Hollifield,98957560,63,84,36,5,3,2,0,4,4,62,74,73,beginner_backend
Edward Stephenson,86045794,0,0,66,2,3,3,0,7,4,47,80,45,advanced_front_end
Janet Conklin,34211749,3,21,25,4,5,5,0,0,5,60,57,91,beginner_data_science
Amanda Scheppke,23260781,70,63,34,3,8,1,6,4,1,69,80,76,advanced_front_end
Fred Alsdon,44560390,36,63,7,8,2,5,2,5,2,73,55,79,advanced_data_science
James Jacques,74524473,44,67,16,7,1,7,5,6,6,48,65,82,advanced_data_science
Joel Wooten,66308676,61,0,20,1,4,6,2,5,1,62,44,74,beginner_front_end
Eloise Mathew,45271204,66,61,82,2,1,5,3,1,7,65,33,97,advanced_data_science
Diane Zahm,1549829,77,28,15,7,6,5,4,5,5,73,47,55,beginner_front_end
Stacy Shepherd,54562750,41,73,45,4,2,3,7,3,4,58,57,72,advanced_backend
Mark Tartt,71290508,34,76,37,8,5,10,0,3,7,64,58,69,advanced_backend
Ryan Mueller,96619877,19,27,14,9,3,6,3,4,3,80,65,83,advanced_backend
Wilma Knight,28353933,14,21,40,1,0,11,4,3,1,55,72,58,beginner_data_science
Patricia Ekstrom,89631810,61,41,0,6,1,6,2,7,4,56,60,66,advanced_data_science
Lorraine Preston,58508443,54,78,0,9,2,7,6,6,2,57,61,70,advanced_data_science
Fred Wilson,59072781,52,38,57,4,5,5,5,4,2,65,92,84,beginner_data_science
James Willis,28384948,2,24,31,2,2,4,3,2,4,81,78,62,beginner_backend
Cassandra Moses,43860960,10,0,54,0,1,2,3,3,4,45,56,67,beginner_data_science
Latoya Blackburn,99151575,106,2,5,5,7,9,3,3,5,55,41,70,beginner_front_end
Matthew Lee,61535473,22,56,50,3,3,7,0,5,3,68,68,75,advanced_data_science
Gloria Foster,46913978,42,73,53,4,6,1,2,4,1,50,72,50,advanced_front_end
Gay Andersen,9837112,0,45,40,6,2,5,7,0,2,89,82,91,advanced_backend
Charline Sweet,13629075,22,14,70,3,2,6,1,1,5,63,61,65,beginner_data_science
Eileen Rigsby,83721163,49,48,60,5,2,4,1,4,3,46,67,39,advanced_front_end
Allen Welch,49071043,51,29,6,4,3,3,4,1,4,79,68,57,beginner_front_end
Timothy Worm,27456117,38,44,45,3,7,2,3,4,3,54,80,62,advanced_front_end
Anna Slowinski,95894615,60,64,54,4,2,1,3,10,0,78,70,93,beginner_backend
Jerry Friedman,94192023,0,34,19,1,6,6,0,5,2,89,76,62,beginner_backend
Bernard Gazaway,75586974,22,0,50,0,1,3,7,6,1,58,62,50,beginner_data_science
Juanita Hemenway,7941360,30,60,36,4,1,1,7,1,0,75,64,83,advanced_backend
Vincent Vanwingerden,72562931,9,23,35,4,3,6,6,3,4,59,63,61,beginner_backend
Amy Steinke,99320321,49,27,66,2,4,3,3,4,3,59,54,66,advanced_data_science
Michael Thomas,51090997,46,26,0,5,6,4,3,2,6,73,82,71,advanced_backend
Rebecca Orr,37617594,69,45,32,5,4,5,2,6,4,54,72,64,advanced_backend
Phyllis Lee,14899182,5,44,28,3,3,4,3,7,4,52,59,54,advanced_data_science
Gustavo Vargas,64486873,32,61,34,4,3,6,4,3,6,63,72,68,advanced_backend
Reinaldo Deckard,96012526,98,107,44,8,0,0,2,6,1,54,74,86,beginner_backend
Jessica Stecklein,60003118,4,46,29,1,8,2,2,5,2,33,82,44,advanced_front_end
Diane Jefferson,56651244,41,63,0,2,7,1,0,5,3,85,61,41,beginner_front_end
Jerry Enoch,52701922,57,0,52,1,3,1,0,6,3,26,61,57,advanced_front_end
Joni Wilson,88658654,45,43,37,4,1,7,0,6,4,65,79,88,advanced_data_science
Melissa Saville,28185917,14,69,57,1,0,6,5,2,5,78,94,61,advanced_backend
William Caballero,67619661,58,53,33,4,3,1,2,6,4,32,86,65,advanced_front_end
Georgia Sanchez,91500936,58,54,13,4,3,3,4,2,2,68,69,67,advanced_backend
