NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,PROFILE,FAV_COURS,HAT_COURS
Paula Owens,14519683,17,54,10,13.42769856,25.79312038,3,5,2,1,2,0,7,2,1,1,83,63,64,42.67523798,57.68610835,intermediate_backend,BACKEND,IA
Israel Kennedy,51190527,0,61,76,0,3.774692886,2,3,6,2,1,2,6,4,0,0,61,54,31,10.63799419,49.33686147,intermediate_backend,BACKEND,IA
Diane Hopkins,28360764,57,42,45,6.446685147,19.0862644,5,2,4,0,0,2,4,2,0,0,70,48,70,66.08223815,31.16687335,intermediate_datascience,DATASCIENCE,BDD
Stephanie Whittenbeck,67551111,31,77,35,4.84627459,22.14208651,6,6,4,2,1,0,4,2,0,1,65,65,60,53.87311413,30.94564551,intermediate_backend,BACKEND,BDD
Sonya Gaines,70137076,43,41,37,18.79245019,11.25715177,5,1,6,2,2,5,7,7,0,2,68,71,63,9.480912693,5.990774471,intermediate_backend,BACKEND,BDD
Bonnie Jones,85819340,19,76,38,7.540898469,16.90100009,3,9,0,2,1,5,5,3,0,2,70,92,86,46.96091017,69.50783455,intermediate_backend,BACKEND,IA
Eileen Wetherbee,20755878,65,55,26,48.33037753,18.28905979,6,2,5,2,1,4,5,4,0,0,63,48,86,25.84166448,4.274966132,intermediate_datascience,DATASCIENCE,BDD
Andy Schwald,65840538,0,54,64,0,19.06918606,2,5,2,1,1,2,5,3,1,2,58,75,59,18.06670234,13.68529369,intermediate_backend,BACKEND,IA
Henry Hardy,11002024,16,57,0,6.210129296,17.60021925,3,4,2,1,1,5,6,0,0,1,81,70,79,23.56807778,58.99363128,intermediate_backend,BACKEND,IA
Philip Carroll,40082348,19,50,43,3.244445386,48.93763579,0,3,4,1,1,0,7,0,1,1,64.93900101,45,49,43.03298828,38.41740189,intermediate_backend,BACKEND,IA
Pamela Devlin,36071072,56,34,39,12.70287773,31.71285691,6,3,5,1,0,4,2,2,1,2,54,49,65,48.79208107,21.30048834,intermediate_datascience,DATASCIENCE,BDD
Jay Balmes,7374860,47,33,42,27.04854787,18.95883328,3,2,7,1,0,0,5,5,2,2,55,55,73,45.99551177,39.59832253,intermediate_frontend,FRONTEND,BDD
Elise Toste,26370880,0,34,18,0,33.35586451,0,5,7,0,1,2,4,3,1,0,94,85,52,32.80278223,18.71077995,intermediate_backend,BACKEND,IA
Sherry Berg,12253025,70,0,57,36.04492562,0,4,3,5,2,1,6,10,5,1,2,67,42,73,47.41870248,37.66071435,intermediate_datascience,DATASCIENCE,BDD
Amalia Goss,84229384,16,64,0,2.730838965,22.78014144,1,4,0,1,2,2,4,4,1,0,96,61,40,50.62905944,39.89443287,intermediate_backend,BACKEND,FRONTEND
Charles Vinson,32391761,35,57,20,23.20171883,25.37569011,2,0,1,2,0,5,4,3,0,2,74,84,82,32.58720016,72.04703681,intermediate_backend,BACKEND,IA
Maria Nichols,61060636,67,69,0,57.12009564,66.17526261,3,5,2,1,0,8,0,0,1,2,48,52,54,14.24285658,20.37939972,intermediate_backend,BACKEND,FRONTEND
Leon Small,49067096,0,54,37,0,32.86581476,7,4,8,1,2,5,6,5,2,2,58,67,63,4.711110328,2.680343548,intermediate_backend,BACKEND,IA
Jill King,59054217,22,45,28,10.81331297,9.581808728,4,3,0,0,2,3,5,3,1,2,80,73,45,15.3942479,72.50032333,intermediate_backend,BACKEND,IA
Ann Rodriguez,86999668,3,19,27,2.926581987,13.0982327,4,3,7,2,0,0,1,3,0,1,55,36,69,31.15234033,27.43740127,intermediate_frontend,FRONTEND,IA
Dale Kenney,99140932,63,53,52,20.99422965,10.90454765,3,4,2,1,2,2,2,5,1,2,52,79,85,37.89012315,13.14842632,intermediate_frontend,FRONTEND,BDD
Lesley Kessler,50080769,41,43,33,24.39690014,14.59238298,4,1,0,1,0,3,6,4,0,0,58,69,84,2.132620103,44.16645866,intermediate_frontend,FRONTEND,IA
Juanita Sheehy,57960073,4,100,59,0.360782801,22.75601631,7,7,1,0,1,3,4,2,0,1,72,80,52,27.29994859,75.64947192,intermediate_backend,BACKEND,IA
Jennifer Anderson,3108275,17,19,57,10.30225504,4.654624103,4,1,8,2,0,4,1,2,0,0,57,65,52,9.450802743,58.3867307,intermediate_frontend,FRONTEND,IA
Angela Winters,13341020,24,64,20,2.151162559,0.29795722,2,5,4,2,2,3,4,5,1,1,41,88,51,24.68696103,82.71760001,intermediate_backend,BACKEND,IA
Judith Rodriguez,67926712,73,72,32,70.02418678,63.41103592,8,0,7,1,0,4,2,5,1,2,71,50,100,61.39059521,5.496876732,intermediate_datascience,DATASCIENCE,BDD
Charlotte Watkins,28488026,24,20,52,17.17590365,5.919809906,2,1,6,0,1,2,3,3,1,0,59,67,57,54.85213422,57.2291438,intermediate_frontend,FRONTEND,BDD
Cassandra Corsi,32197730,32,57,5,25.22111322,4.923339633,3,5,3,0,1,1,8,0,2,2,80,59,59,70.81752998,52.58766127,intermediate_backend,BACKEND,BDD
Gilbert Brookins,42811544,0,0,43,0,0,0,7,8,1,0,4,0,11,2,1,92,84,67,80.25716826,15.1866869,intermediate_frontend,FRONTEND,BDD
Janet Anderson,22609203,54,43,57,31.84536795,23.90878589,1,4,2,2,1,5,7,2,0,2,60,54,82,36.05596134,38.20632121,intermediate_frontend,FRONTEND,BDD
Amy Miller,46688152,63,42,34,28.34450521,41.70266312,3,1,4,1,1,5,5,6,2,0,66,84,62,16.03611621,58.18911676,intermediate_datascience,DATASCIENCE,IA
Robert Barron,86271290,45,30,9,38.62680209,4.350674018,3,6,2,2,0,5,3,6,1,1,76,88,61,56.76861544,60.6023345,intermediate_datascience,DATASCIENCE,BDD
James Hayes,10467152,0,0,36,0,0,0,0,6,0,1,5,2,4,1,1,59,57,61,42.74594411,32.64103513,intermediate_frontend,FRONTEND,BDD
Frances Watson,80028894,19,33,19,9.481687285,14.46402805,2,3,3,1,0,2,7,0,1,2,83,52,62,13.83219084,12.38002663,intermediate_datascience,DATASCIENCE,IA
James Robinson,18821025,51,67,18,47.50828751,37.74319401,6,4,4,1,1,5,8,4,2,2,57,58,74,11.10524544,6.237924126,intermediate_backend,BACKEND,BDD
Daniel Ormond,51930159,11,36,8,6.41666201,10.59769292,6,5,6,1,2,7,2,6,0,1,73,72,57,7.981608676,17.69496845,intermediate_backend,BACKEND,IA
Joseph Fries,5297392,56,32,0,30.14951447,9.68070696,6,0,8,2,0,1,8,5,2,0,48,59,56,23.93690592,53.94781878,intermediate_datascience,DATASCIENCE,IA
Ray Hudgins,19745794,70,7,58,31.81379131,2.971335513,3,4,6,2,2,1,4,1,0,0,51,64,47,16.39969801,14.44496985,intermediate_datascience,DATASCIENCE,BDD
Charlie Thao,30783078,0,67,51,0,21.04775622,7,4,10,0,2,2,2,8,1,0,83,72,74,74.71012873,31.08745946,intermediate_backend,BACKEND,BDD
Debra Scully,14988931,11,60,29,0.040916269,54.91989501,5,3,5,2,2,6,0,4,0,2,85,65,73,3.115311789,28.6589803,intermediate_backend,BACKEND,IA
William Dirden,34820792,21,69,69,5.071630764,2.894865419,4,6,1,2,1,2,6,0,2,2,51,75,43,16.52822612,69.32660012,intermediate_backend,BACKEND,IA
Peter Eiche,63208069,38,54,0,19.36948052,12.66678863,5,3,4,1,0,3,4,4,2,1,66,51,60,57.81739281,5.866685673,intermediate_backend,BACKEND,BDD
Elsa Kesler,36272585,54,45,6,20.51783742,36.38487583,6,1,7,0,0,2,9,4,2,2,59,92,73,58.94066764,44.02480011,intermediate_backend,BACKEND,FRONTEND
Frank Kemp,21017322,24,38,38,10.76364547,31.69040874,6,2,6,0,2,3,2,6,1,2,89,78,87,64.34860172,63.13825284,intermediate_frontend,FRONTEND,IA
George Neff,73070030,30,30,58,29.41944659,3.346652369,4,4,7,1,2,2,3,2,1,2,50,83,79,45.03338262,5.124774909,intermediate_frontend,FRONTEND,BDD
John Olsen,31488029,34,11,72,11.9092606,10.71139795,5,1,3,2,1,5,2,4,2,0,81,80,63,1.306058478,59.65555341,intermediate_frontend,FRONTEND,IA
Kimberly Pettigrew,27280470,31,64,61,14.01767112,44.37471039,3,4,4,2,0,5,5,2,1,1,73,53,64,56.33756346,4.983644613,intermediate_frontend,FRONTEND,BDD
Maureen Saucedo,84332204,81,71,18,10.81475966,19.35410697,4,2,4,1,0,5,9,0,2,1,69,56,61,31.85217582,25.33210316,intermediate_datascience,DATASCIENCE,IA
Yong Acuna,1744038,28,59,43,1.342816508,26.90623402,3,1,4,1,1,5,1,4,0,2,83,78,83,57.30594435,12.32090787,intermediate_backend,BACKEND,BDD
Angela Rusko,13407467,49,87,63,37.99506622,25.8510599,5,3,5,2,0,5,5,4,0,2,71,69,60,30.52717095,26.89829519,intermediate_backend,BACKEND,BDD
Allie Niece,1670404,10,2,43,5.706831751,0.3000445,2,2,6,0,2,8,4,1,1,0,86,90,53,48.96061881,3.35574674,intermediate_datascience,DATASCIENCE,BDD
Jeremy Mathis,11802509,24,46,12,18.25691535,13.39419098,1,2,3,1,2,1,7,2,1,0,76,70,69,19.75992444,58.95255322,intermediate_backend,BACKEND,IA
John Phillips,59785511,28,75,46,4.196158369,43.50689531,3,4,1,2,0,8,6,4,1,2,58,46,69,33.29753045,6.155104242,intermediate_backend,BACKEND,IA
Mary Gould,22948320,22,7,69,12.58023297,5.781787864,2,1,5,1,2,2,4,2,1,0,47,50,62,13.66838307,9.373468064,intermediate_frontend,FRONTEND,BDD
Clarence Click,70047264,15,63,35,3.804637115,22.90233172,6,3,5,0,0,5,4,4,0,2,62,56,85,17.37553773,25.66052235,intermediate_frontend,FRONTEND,IA
Irene Mckoy,97814553,0,0,56,0,0,0,3,3,0,0,0,7,3,2,1,64.93900101,60,59,21.24250848,1.167648848,intermediate_frontend,FRONTEND,BDD
Anthony Bump,45944801,24,35,17,0.276624337,16.38002454,3,5,3,2,1,2,8,2,2,0,66,50,63,13.25053209,46.05328417,intermediate_datascience,DATASCIENCE,IA
Martin Olson,51272317,0,73,77,0,47.0525588,4,4,0,0,1,4,6,4,1,0,68,73,96,15.1471092,30.18783959,intermediate_frontend,FRONTEND,IA
Rafael Papineau,3670002,15,32,0,4.639021672,24.0517204,10,4,5,1,0,6,1,0,2,1,82,52,69,76.38500907,27.54812864,intermediate_datascience,DATASCIENCE,BDD
Benjamin Arceo,24113768,0,33,7,0,10.78438366,0,6,6,0,2,2,5,3,1,1,98,77,62,44.53656171,66.94871829,intermediate_backend,BACKEND,IA
Leona Vasmadjides,12867968,23,47,24,22.67474413,27.55856599,5,4,3,2,1,4,0,2,2,0,80,68,98,49.13131174,39.17257339,intermediate_frontend,FRONTEND,BDD
Jamar Samuel,54312630,37,12,29,11.419408,4.672330095,2,4,2,1,2,4,5,1,1,0,52,65,83,29.73196731,5.182190246,intermediate_frontend,FRONTEND,BDD
Joseph Lawton,39776744,54,53,47,7.037493122,37.96919207,3,3,6,0,0,5,2,2,1,2,54,80,74,14.33194174,64.2503803,intermediate_backend,BACKEND,IA
Ralph Dennis,62466622,0,20,34,0,3.29349841,5,2,7,0,2,4,0,3,2,0,27,67,66,0.004819902,61.36658631,intermediate_frontend,FRONTEND,IA
Preston Howard,12930895,10,69,53,5.877032283,17.72781569,4,10,6,0,0,6,4,2,1,2,92,69,45,9.598323718,55.76856277,intermediate_backend,BACKEND,IA
Jeffery Price,63073067,49,62,32,3.138132669,26.41574603,4,1,2,2,2,4,7,1,2,1,72,85,89,59.81638581,16.15859964,intermediate_backend,BACKEND,BDD
Daniel Metcalf,2172108,46,19,58,39.67196999,16.89888101,3,6,5,2,0,1,4,1,0,1,62,57,33,6.779939458,27.42277653,intermediate_datascience,DATASCIENCE,BDD
Alice Christian,91117743,37,35,24,35.57548813,20.06640263,7,3,6,0,1,3,4,2,1,2,54,82,81,11.16530555,24.55667055,intermediate_backend,BACKEND,BDD
Nanette Mclaughlin,13342582,49,50,23,12.09062361,48.26980595,6,4,4,1,1,2,4,1,1,1,67,62,82,61.15924785,37.07933876,intermediate_datascience,DATASCIENCE,IA
Derrick Nguyen,83952384,5,40,20,2.250476343,4.131107411,7,2,1,0,2,4,6,5,0,0,92,82,58,74.31907681,68.65057156,intermediate_backend,BACKEND,BDD
Lawrence Wesley,40477824,51,43,14,1.128857003,19.78754279,7,0,8,1,2,0,3,4,1,1,62,72,95,3.3030153,28.8114407,intermediate_backend,BACKEND,IA
Allison Sullivan,82063956,0,34,42,0,14.24867002,10,4,10,1,1,3,7,4,0,0,63,79,72,40.53760392,46.7928041,intermediate_frontend,FRONTEND,IA
Teresa Juarbe,38381884,1,25,23,0.413926058,15.00515441,3,1,6,2,1,0,2,3,2,1,60,55,73,30.94095348,0.562099107,intermediate_frontend,FRONTEND,BDD
Alexandra Olsen,47088678,67,67,67,18.09391723,54.40162878,4,3,6,0,0,5,0,4,0,1,67,39,88,24.44872288,13.67885668,intermediate_frontend,FRONTEND,IA
Helen Jones,77190124,55,66,40,11.37604108,55.53556969,5,3,5,2,1,4,7,6,2,0,59,53,62,29.35786008,32.91371938,intermediate_backend,BACKEND,IA
Beatrice Kerr,31919703,55,14,42,35.97126927,9.382724522,1,10,4,0,0,4,6,1,0,0,67,83,79,10.12054828,82.21423033,intermediate_datascience,DATASCIENCE,IA
Doris Hodgkins,88054542,36,59,54,14.98381312,37.85064549,4,4,2,1,1,3,5,2,0,2,65,39,67,62.0604062,10.84973995,intermediate_frontend,FRONTEND,BDD
John Janak,33217617,14,23,21,2.515230046,21.82767947,4,2,7,2,0,1,2,5,0,2,57,65,84,9.775150156,11.35819219,intermediate_frontend,FRONTEND,IA
Marilyn Metevier,96082139,63,89,4,43.41387213,34.14817875,6,0,2,2,0,6,2,2,1,0,62,68,68,11.53775835,60.90664701,intermediate_backend,BACKEND,IA
James Mcgowan,16818535,38,85,21,21.47274676,70.78658171,4,10,2,2,0,7,4,3,1,0,54,92,63,19.91756156,51.76475152,intermediate_backend,BACKEND,IA
Lorenzo Evans,27594252,0,43,23,0,39.62466026,3,6,4,1,2,3,2,5,1,2,82,86,73,17.43251984,85.63463838,intermediate_backend,BACKEND,IA
Richard Pitzer,81609290,58,75,47,6.813602135,36.86544332,4,3,6,2,0,6,4,4,1,0,61,64,91,19.08382816,16.265711,intermediate_backend,BACKEND,IA
Bruce Phelan,9224114,71,40,32,55.78232874,29.16410314,2,7,3,0,1,4,5,2,2,1,45,76,50,1.793273999,14.87516057,intermediate_datascience,DATASCIENCE,BDD
John West,51790986,67,45,29,45.12562472,16.96589355,3,6,4,0,1,3,6,3,0,1,65,51,52,39.92790709,18.14189448,intermediate_datascience,DATASCIENCE,BDD
Jennifer Fried,42677644,37,22,58,4.255404663,3.495338312,2,5,0,1,1,1,3,2,2,2,58,73,80,13.98503672,42.18466567,intermediate_frontend,FRONTEND,IA
Elizabeth Childs,99387486,66,47,3,45.85816817,27.56568243,0,4,4,2,0,0,7,3,0,1,64.93900101,25,40,63.05430335,1.910408315,intermediate_datascience,DATASCIENCE,BDD
Cory Hicks,52862536,53,66,42,23.40200631,12.96712896,6,4,5,0,2,6,5,2,0,1,52,59,70,5.938697358,22.94351711,intermediate_backend,BACKEND,IA
James Newsome,4538980,18,27,27,17.00972614,12.35517653,2,3,5,2,0,3,7,2,2,2,71,63,62,5.490343989,4.136922423,intermediate_backend,BACKEND,BDD
Louise Mcdonald,23184209,33,22,62,4.67317457,19.20334489,6,2,1,0,2,1,1,6,0,1,90,60,75,15.67931371,39.46855007,intermediate_frontend,FRONTEND,IA
Beatrice Goodsell,27177322,38,31,20,24.42766885,2.666563814,4,4,4,1,2,2,8,1,1,2,52,70,40,28.20706469,24.086229,intermediate_backend,BACKEND,BDD
Alexis Engel,96789556,23,56,24,8.785541046,1.703997997,2,5,4,0,1,2,9,3,1,1,54,67,54,40.36435613,65.03375055,intermediate_backend,BACKEND,IA
Robert Kreidel,8565181,54,16,36,51.66799221,9.703645558,3,4,2,0,1,3,4,1,2,0,66,74,65,36.89779308,7.633724285,intermediate_datascience,DATASCIENCE,BDD
Emily Rogers,86516831,63,61,8,20.7884184,20.19474092,6,2,4,0,1,5,7,5,2,1,57,64,86,49.04097605,57.23669322,intermediate_backend,BACKEND,IA
Nilda Gendron,84905753,45,47,28,43.29836593,19.64307223,6,3,8,1,0,4,7,9,2,2,74,67,48,43.92390054,1.759204502,intermediate_datascience,DATASCIENCE,BDD
Haywood Washington,42055689,48,37,42,43.27132085,15.01129178,6,6,5,0,1,4,9,5,1,1,79,57,65,10.94760254,37.33143562,intermediate_datascience,DATASCIENCE,BDD
Pamela Villegas,73651747,31,42,92,8.381880295,3.638049618,2,3,5,1,1,3,5,3,0,2,70,85,62,12.99718481,80.57426473,intermediate_frontend,FRONTEND,IA
Joseph Fuller,58240594,0,55,21,0,0.196153797,5,5,6,1,0,5,4,3,2,2,58,67,62,20.74180515,47.39053077,intermediate_backend,BACKEND,IA
Vicki Charlton,55945539,35,50,42,34.84614706,44.92116214,4,3,4,0,0,3,3,4,0,2,57,70,72,52.44165822,2.142927417,intermediate_backend,BACKEND,BDD
Curtis Williams,76464897,27,35,59,6.821901059,7.622949632,5,3,2,2,2,2,1,5,0,1,46,59,72,21.16107928,38.77361976,intermediate_frontend,FRONTEND,IA
Rosemary Harris,41562151,48,14,19,20.96530413,5.965105886,2,3,2,0,2,5,3,3,2,0,76,48,57,66.43553133,13.84805312,intermediate_datascience,DATASCIENCE,BDD
Gigi Dunn,11860322,50,20,52,26.00903683,19.43851593,3,5,3,1,0,2,3,2,2,1,47,71,70,3.509038779,51.80135803,intermediate_frontend,FRONTEND,IA
Josie Owens,18372473,24,48,43,7.078347259,39.68460394,4,2,2,2,0,7,4,2,1,0,68,67,92,46.69646238,30.28779028,intermediate_frontend,FRONTEND,IA
Robert Fogle,29842793,65,28,51,0.992214577,3.022063947,3,7,2,0,2,3,5,3,2,2,61,63,62,28.5004237,38.96200858,intermediate_datascience,DATASCIENCE,IA
Dennis Plummer,72741339,1,25,7,0.220129244,12.71297579,5,2,5,0,1,6,2,4,1,0,83,85,76,14.36661685,2.014927818,intermediate_backend,BACKEND,IA
Sharon Nelson,65563347,22,56,22,6.202611456,40.88442548,7,3,9,0,2,2,1,6,1,2,86,66,77,7.016597541,18.49866942,intermediate_backend,BACKEND,IA
Edna Schneider,95001207,37,76,23,16.41318895,53.07785166,3,2,4,0,1,2,6,2,0,2,75,42,79,23.64674379,12.68008318,intermediate_backend,BACKEND,IA
Regina Woods,35706109,80,35,27,13.68819827,26.62946483,9,3,7,0,2,5,1,3,1,2,64.93900101,69,86,53.28913426,30.88659412,intermediate_datascience,DATASCIENCE,BDD
Letty Bland,15846317,33,32,41,28.81739377,14.63854896,2,2,2,2,1,3,3,3,0,1,37,34,57,23.70241323,29.94123803,intermediate_frontend,FRONTEND,BDD
Barbara Walker,98904070,33,67,25,23.26206738,11.78683627,4,1,2,0,2,3,6,3,1,1,55,74,93,25.41511875,27.31906158,intermediate_backend,BACKEND,BDD
Abraham Roberts,51442278,14,4,27,1.192806686,1.859489776,2,5,6,1,1,2,7,5,2,1,42,80,43,35.51003629,56.28904747,intermediate_backend,BACKEND,IA
Clifford Cruz,56265027,54,67,68,35.10499236,43.40844569,5,2,3,1,2,6,4,3,0,0,49,74,54,8.87055749,26.40209119,intermediate_backend,BACKEND,IA
Richard Jamison,46720372,46,71,22,30.06819791,43.21003815,4,2,6,2,0,4,6,7,2,1,49,67,89,13.67155634,13.46615479,intermediate_backend,BACKEND,IA
Ben Digiacomo,81859409,36,65,0,34.42396225,4.583933496,4,3,5,1,2,4,9,4,0,2,56,71,63,31.02800142,32.86519806,intermediate_backend,BACKEND,BDD
Jim Bermudez,43775213,57,13,42,0.172189667,0.844381643,3,6,3,2,0,3,7,2,1,2,64.93900101,55,65,38.28966439,13.40195304,intermediate_datascience,DATASCIENCE,BDD
Alton Chatham,41586878,66,71,13,16.36354169,68.53330601,8,2,8,1,2,4,7,2,0,1,58,72,72,18.61422308,3.797584565,intermediate_backend,BACKEND,IA
Mark Salinas,7967340,71,56,74,65.87319504,8.501105482,4,0,6,2,0,1,6,10,2,0,87,74,99,43.87455604,15.85038981,intermediate_frontend,FRONTEND,BDD
Stephen Garcia,65168102,14,12,44,13.04987482,3.533549568,4,3,9,0,2,5,2,2,0,0,87,100,77,10.4368514,8.263264431,intermediate_frontend,FRONTEND,BDD
Trevor Parker,44617075,22,3,43,15.85290123,2.302903446,2,2,1,1,2,4,2,5,2,1,68,67,77,0.75127665,3.177997684,intermediate_frontend,FRONTEND,BDD
Bruce Moody,16108495,30,46,33,22.97289963,18.84514549,3,4,4,1,0,2,6,2,0,2,82,76,65,74.21780618,56.13303811,intermediate_backend,BACKEND,BDD
Roberta Hodge,81464211,33,32,57,3.018937612,5.806875304,1,5,3,2,0,2,5,0,1,2,73,67,52,32.2297472,46.57295441,intermediate_frontend,FRONTEND,IA
Sandy Boehm,53154965,52,26,34,26.72154341,12.14804194,2,4,3,2,0,4,5,1,0,1,68,47,58,15.71264204,7.214318971,intermediate_datascience,DATASCIENCE,BDD
Robert Gonzalez,86470540,95,59,45,22.00038417,33.56804828,0,4,5,2,1,2,7,2,2,2,54,16,41,17.81080668,0.651937919,intermediate_datascience,DATASCIENCE,BDD
Reginald Frost,86237433,26,55,36,4.711669134,24.90216351,2,6,4,1,2,3,5,3,1,2,54,77,50,27.9533767,1.829394527,intermediate_backend,BACKEND,BDD
Charles Watson,67905657,11,49,32,8.91333629,45.0283577,3,3,5,2,1,6,0,5,0,1,87,100,77,82.3414844,73.14723708,intermediate_backend,BACKEND,IA
Kevin Franklin,29445046,5,27,9,0.675190683,7.686880968,3,3,4,0,1,0,2,5,1,0,55,37,74,39.6534738,15.66437495,intermediate_frontend,FRONTEND,BDD
Charles Seley,90763541,43,51,18,20.15202039,33.7279402,2,4,7,2,1,2,7,1,2,0,70,54,47,66.37304133,23.19948257,intermediate_datascience,DATASCIENCE,BDD
Scott Salter,19578516,55,64,63,51.62180318,7.18686217,3,4,4,0,1,6,2,2,1,0,62,52,73,6.948522582,3.314157608,intermediate_frontend,FRONTEND,BDD
Aurelio Watson,62858018,27,66,7,5.0174655,25.89084021,2,3,3,0,0,1,5,3,2,1,80,69,66,14.26227436,55.28662067,intermediate_backend,BACKEND,IA
Stephen Garcia,8475091,33,68,27,32.27378298,50.38754111,2,4,3,2,0,6,0,3,0,1,67,73,72,24.32245935,21.29963113,intermediate_backend,BACKEND,IA
Jimmy Murphrey,84766930,24,47,0,23.86291166,10.56639621,7,3,6,0,1,2,6,1,2,2,49,82,56,11.9714182,34.43362572,intermediate_backend,BACKEND,IA
Michael Stevens,38918600,67,0,49,37.22634936,0,4,6,9,0,1,5,5,3,2,0,60,47,85,57.42232207,20.77312806,intermediate_frontend,FRONTEND,BDD
Deborah Lazar,52817787,58,48,84,9.86827893,7.364977402,4,4,4,0,0,2,4,3,2,2,56,68,74,9.586498365,59.97802718,intermediate_frontend,FRONTEND,IA
Ruby Roller,31025426,65,58,60,20.54681772,5.956698099,4,3,3,2,0,7,6,2,2,2,74,80,85,12.57547292,66.65960155,intermediate_frontend,FRONTEND,IA
Andrew Franklin,50686286,70,82,43,29.71449829,42.90508541,3,0,3,2,1,3,3,3,0,1,66,82,73,32.1842491,26.94398694,intermediate_backend,BACKEND,IA
Dustin Alvarado,41800466,51,61,46,15.77553544,41.17567076,6,3,7,0,1,2,5,4,2,1,59,69,34,41.11686002,5.072948831,intermediate_backend,BACKEND,BDD
Angela Chambers,75307268,86,18,50,24.13465987,2.040607192,3,9,7,1,0,6,4,3,2,2,51,57,71,19.34364778,31.76014421,intermediate_datascience,DATASCIENCE,BDD
Donald Poirier,66323702,2,51,21,1.944459418,46.80658887,4,6,3,0,0,2,1,9,0,0,72,87,88,3.147791172,23.85751327,intermediate_backend,BACKEND,IA
Suzanne Conway,95699294,13,59,24,1.993742756,13.3205635,3,7,2,2,2,0,7,2,2,1,88,71,69,67.39451965,21.92602453,intermediate_backend,BACKEND,BDD
Caroline Beltz,48891799,47,84,44,34.46641171,10.07792589,4,6,0,0,2,4,4,3,0,0,41,81,80,38.76305962,71.48130124,intermediate_backend,BACKEND,IA
Bill Burget,14069414,29,59,49,0.011898394,11.95923559,5,4,2,0,2,0,4,6,0,1,68,92,80,55.11347689,67.74531114,intermediate_backend,BACKEND,IA
Lawrence Botti,44623827,43,33,55,25.63585478,5.595891066,5,2,4,2,2,5,6,3,2,2,66,85,70,55.44585826,33.13250683,intermediate_frontend,FRONTEND,BDD
Thomas Ball,94028333,19,22,46,17.40291708,1.994842313,1,3,7,2,1,3,4,2,1,2,58,71,70,49.1784176,45.95609908,intermediate_frontend,FRONTEND,BDD
Victor Graves,82919361,53,66,0,15.26050699,52.6573895,9,2,5,1,0,5,8,2,0,2,66,49,56,50.12731579,9.380235834,intermediate_datascience,DATASCIENCE,FRONTEND
John Harrington,56555711,32,67,23,5.936831208,33.20103091,6,3,7,0,1,2,4,2,0,2,58,64,72,46.7151281,42.71753729,intermediate_backend,BACKEND,IA
Anthony Wray,92958081,60,78,32,39.10078769,30.30451635,8,3,6,0,2,5,4,2,1,2,57,43,67,4.369957873,2.693035389,intermediate_backend,BACKEND,BDD
Guy Alexander,83729813,33,23,38,23.51584644,21.86444232,1,4,4,0,2,4,5,5,1,2,77,67,71,4.20460402,43.99384384,intermediate_datascience,DATASCIENCE,IA
Gloria Wakeman,92056998,57,65,78,39.21773958,24.11554516,2,5,3,1,1,2,4,3,2,0,48,85,78,3.611174658,75.36654369,intermediate_frontend,FRONTEND,IA
Edith Washington,88631938,41,24,58,13.09199208,4.007345425,4,2,3,1,1,3,0,4,1,0,49,72,73,28.98452767,41.79628155,intermediate_frontend,FRONTEND,IA
Jean Swank,51685982,71,26,60,17.90637055,7.12511519,2,8,4,0,0,5,6,3,0,2,56,52,66,13.50953332,17.70099875,intermediate_datascience,DATASCIENCE,BDD
Kathy Tenneson,43900532,22,22,24,21.0302136,5.257263739,8,3,8,2,2,3,5,8,1,1,92,82,68,2.591459854,45.78484861,intermediate_datascience,DATASCIENCE,IA
Charles Davis,37415016,0,0,83,0,0,2,0,8,0,2,8,1,2,0,1,64,80,27,4.900718122,26.49696629,intermediate_frontend,FRONTEND,IA
Steven Dixon,26897745,40,42,3,18.2926644,12.24321521,6,6,5,0,1,4,2,5,2,1,64,72,58,4.385653774,20.99222624,intermediate_backend,BACKEND,IA
Harry Maslow,86034212,21,26,81,17.77007119,13.41759048,6,1,3,0,0,0,0,7,1,2,57,72,81,35.76832414,0.354034805,intermediate_frontend,FRONTEND,BDD
Matthew Morales,85322680,37,49,31,16.73596867,32.79537782,7,2,5,2,1,2,0,1,1,2,75,47,84,10.71456654,11.83172744,intermediate_frontend,FRONTEND,IA
Mildred Shuck,21689034,53,35,0,22.49261796,27.2054575,2,3,1,1,1,0,2,1,2,1,68,45,42,57.51089112,40.22685883,intermediate_datascience,DATASCIENCE,FRONTEND
Ralph Conner,26892145,40,46,27,6.270517904,32.66725794,1,4,0,1,1,0,6,2,2,0,75,36,36,74.44976729,6.449263031,intermediate_datascience,DATASCIENCE,BDD
